incident_num,shooting_date,district,victim_gender,victim_race,multi_victim,v_hispanic_or_latinx,fatal,district_name
I182082677,2018-10-12 21:33:48+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I182083100,2018-10-14 15:13:01+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182082967,2018-10-13 22:24:34+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182082735,2018-10-13 03:20:01+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182083479,2018-10-15 21:36:00+00,C11,Female,Black or African American,f,TRUE,TRUE,Dorchester
I182082398,2018-10-12 01:45:00+00,A7,Male,Black or African American,f,TRUE,FALSE,East Boston
I182084648,2018-10-19 21:44:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
I182084906,2018-10-20 20:03:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I182084723,2018-10-20 08:08:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
I182086270,2018-10-25 17:12:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182086671,2018-10-27 01:45:00+00,A1,Male,Black or African American,f,FALSE,FALSE,Downtown
I182087228,2018-10-29 02:24:00+00,A1,Male,White,f,FALSE,FALSE,Downtown
I182087516,2018-10-30 03:02:00+00,A1,Male,Black or African American,f,FALSE,FALSE,Downtown
I182089567,2018-11-05 19:56:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I182090467,2018-11-08 10:11:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I182091712,2018-11-13 00:27:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I182092361,2018-11-15 05:59:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182093233,2018-11-18 01:57:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I182093688,2018-11-19 17:45:00+00,E13,Female,Unknown,f,FALSE,TRUE,Jamaica Plain
I182093742,2018-11-19 21:33:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I182094352,2018-11-22 01:14:00+00,E13,Male,White,f,TRUE,TRUE,Jamaica Plain
I182093742,2018-11-19 21:33:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182093742,2018-11-19 21:33:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I182094714,2018-11-24 01:35:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I182095652,2018-11-27 23:06:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182075255,2018-09-18 02:38:26+00,A7,Male,White,f,FALSE,FALSE,East Boston
I182097014,2018-12-01 22:00:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I182096701,2018-11-30 19:06:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I182070177,2018-09-01 03:20:12+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I182081712,2018-10-09 19:46:41+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I182084402,2018-10-18 23:45:09+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
I182099711,2018-12-10 22:14:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I182100721,2018-12-14 14:43:57+00,C11,Male,White,f,TRUE,FALSE,Dorchester
I182102684,2018-12-21 00:34:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I182103426,2018-12-23 19:28:38+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I182102892,2018-12-21 20:15:15+00,C6,Male,Black or African American,f,FALSE,FALSE,South Boston
I182102973,2018-12-22 00:17:03+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I182104066,2018-12-27 00:34:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
I182104066,2018-12-27 00:34:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I182104066,2018-12-27 00:34:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I182104797,2018-12-30 03:00:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I182105141,2018-12-31 14:14:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192000054,2019-01-01 03:05:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I192000084,2019-01-01 04:25:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I192001666,2019-01-06 23:01:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192002129,2019-01-08 16:31:48+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I192002384,2019-01-09 14:46:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192003016,2019-01-11 19:30:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192003069,2019-01-11 23:06:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
I192004854,2019-01-18 15:47:00+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
I192004854,2019-01-18 15:47:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
I192005158,2019-01-19 23:57:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192005063,2019-01-19 14:21:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I192006053,2019-01-23 18:50:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192006868,2019-01-26 17:10:00+00,B3,Male,White,f,FALSE,FALSE,Mattapan
I192007720,2019-01-29 20:47:00+00,B2,Male,Asian,f,FALSE,FALSE,Roxbury
I192008538,2019-02-02 01:45:00+00,C11,Female,Black or African American,f,FALSE,FALSE,Dorchester
I192008843,2019-02-03 09:55:00+00,B3,Male,White,f,TRUE,TRUE,Mattapan
I192009132,2019-02-04 12:35:00+00,D4,Male,Black or African American,f,FALSE,TRUE,South End
I192009502,2019-02-05 18:03:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192009691,2019-02-06 13:21:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I192010119,2019-02-07 21:34:00+00,A7,Male,Unknown,f,FALSE,FALSE,East Boston
I192010441,2019-02-09 00:10:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192012410,2019-02-16 19:31:32+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192013647,2019-02-22 02:20:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
I192015793,2019-03-02 02:59:44+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I192017963,2019-03-11 00:26:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192018395,2019-03-12 15:30:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192019011,2019-03-14 17:58:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192018923,2019-03-14 12:34:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I192019875,2019-03-17 19:18:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I192019821,2019-03-17 16:15:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192020870,2019-03-21 11:38:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192023598,2019-03-31 03:14:00+00,E18,Male,White,f,TRUE,FALSE,Hyde Park
I192023577,2019-03-31 02:55:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I192024972,2019-04-05 02:07:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192024890,2019-04-04 19:08:00+00,E13,Male,Black or African American,f,TRUE,FALSE,Jamaica Plain
I192025403,2019-04-06 16:56:00+00,B3,Female,Black or African American,t,FALSE,TRUE,Mattapan
I192025403,2019-04-06 16:56:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I192025403,2019-04-06 16:56:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I192025673,2019-04-07 18:05:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192025484,2019-04-06 23:18:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I192027638,2019-04-14 19:14:00+00,A15,Male,White,f,FALSE,FALSE,Charlestown
I192027439,2019-04-13 23:07:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
I192027439,2019-04-13 23:07:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
I192032179,2019-05-01 18:26:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192032179,2019-05-01 18:26:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192032179,2019-05-01 18:26:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192032179,2019-05-01 18:26:00+00,C11,Male,Black or African American,t,FALSE,TRUE,Dorchester
I192033527,2019-05-06 17:07:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I192034557,2019-05-09 21:27:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192034557,2019-05-09 21:27:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192033997,2019-05-08 10:00:05+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
192035092,2019-05-11 19:17:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192036276,2019-05-15 21:52:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192037314,2019-05-19 12:16:00+00,A1,Male,White,f,FALSE,FALSE,Downtown
I192037215,2019-05-19 01:00:00+00,A15,Male,White,f,FALSE,FALSE,Charlestown
I192038009,2019-05-21 21:15:00+00,A7,Male,Unknown,t,FALSE,FALSE,East Boston
I192038009,2019-05-21 21:15:00+00,A7,Male,Unknown,t,FALSE,FALSE,East Boston
I192037998,2019-05-22 20:42:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I192039068,2019-05-25 02:51:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192039535,2019-05-27 00:04:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192041160,2019-06-01 14:17:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
I192041304,2019-06-02 00:43:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
I192041304,2019-06-02 00:43:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
I192041233,2019-06-01 16:55:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I192041946,2019-06-04 10:58:00+00,D4,Male,Black or African American,f,FALSE,TRUE,South End
I192042739,2019-06-06 17:55:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192043502,2019-06-09 03:18:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I192043502,2019-06-09 03:18:00+00,B2,Male,White,t,TRUE,FALSE,Roxbury
I192044195,2019-06-11 10:45:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
I192044239,2019-06-11 13:00:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I192045000,2019-06-14 03:00:00+00,B2,Male,Black or African American,f,TRUE,TRUE,Roxbury
I192045558,2019-06-16 01:18:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I192045572,2019-06-16 02:14:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192046078,2019-06-17 21:52:00+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
I192046078,2019-06-17 21:52:00+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
I192046699,2019-06-19 19:44:00+00,C6,Male,White,f,TRUE,FALSE,South Boston
I192047772,2019-06-23 21:27:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I192047536,2019-06-22 22:56:00+00,C6,Male,Black or African American,f,FALSE,FALSE,South Boston
I192047777,2019-06-23 21:51:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192047777,2019-06-23 21:51:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192047800,2019-06-23 22:42:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192047704,2019-06-23 15:02:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
I192047704,2019-06-23 15:02:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I192048395,2019-06-25 20:33:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192049454,2019-06-29 01:51:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192049465,2019-06-29 02:34:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192049778,2019-06-30 00:29:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I192051009,2019-07-03 23:45:00+00,E5,Male,White,f,TRUE,FALSE,West Roxbury
I192051306,2019-07-05 03:17:00+00,C11,Female,White,f,TRUE,FALSE,Dorchester
I192051307,2019-07-05 03:10:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I192051282,2019-07-05 02:06:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
I192051271,2019-07-04 23:35:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I192051248,2019-07-04 23:08:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I192051252,2019-07-04 22:58:00+00,B2,Male,White,t,TRUE,FALSE,Roxbury
I192051252,2019-07-04 22:58:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I192052001,2019-07-07 16:36:00+00,B3,Male,Black or African American,f,TRUE,FALSE,Mattapan
I192051849,2019-07-07 02:31:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192051843,2019-07-07 01:56:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192051573,2019-07-05 23:14:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192051573,2019-07-05 23:14:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192051573,2019-07-05 23:14:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I192051573,2019-07-05 23:14:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192051573,2019-07-05 23:14:00+00,B2,Male,Black or African American,t,TRUE,FALSE,Roxbury
I192051573,2019-07-05 23:14:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I192052452,2019-07-09 00:59:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192054188,2019-07-14 17:09:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192054188,2019-07-14 17:09:00+00,B2,Male,White,t,TRUE,FALSE,Roxbury
I192054283,2019-07-14 23:37:00+00,B2,Male,White,f,TRUE,TRUE,Roxbury
I192054903,2019-07-17 00:03:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192055085,2019-07-17 15:12:00+00,E5,Male,Asian,f,FALSE,TRUE,West Roxbury
I192055856,2019-07-19 23:53:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I192056108,2019-07-20 21:52:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192055856,2019-07-19 23:53:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I192056543,2019-07-22 14:22:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192057687,2019-07-26 02:59:00+00,E13,Male,White,f,FALSE,FALSE,Jamaica Plain
I192058537,2019-07-28 23:10:00+00,C11,Male,Black or African American,t,FALSE,TRUE,Dorchester
I192058537,2019-07-28 23:10:00+00,C11,Female,Black or African American,t,FALSE,FALSE,Dorchester
I192059447,2019-07-31 20:33:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I192059447,2019-07-31 20:33:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I192059525,2019-08-01 00:46:00+00,C11,Male,White,t,TRUE,TRUE,Dorchester
I192059525,2019-08-01 00:46:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192060619,2019-08-04 13:59:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I192060554,2019-08-04 09:30:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192060494,2019-08-04 00:47:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192061042,2019-08-05 20:04:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192061126,2019-08-06 04:25:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192061126,2019-08-06 04:25:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I192061730,2019-08-07 21:50:00+00,B3,Female,Black or African American,t,TRUE,FALSE,Mattapan
I192061730,2019-08-07 21:50:00+00,B3,Male,White,t,TRUE,FALSE,Mattapan
I192061117,2019-08-06 01:28:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I192062713,2019-08-11 00:25:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I192062463,2019-08-10 03:00:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I192062414,2019-08-10 00:39:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I192063261,2019-08-12 23:52:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I192064412,2019-08-16 16:00:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192064585,2019-08-17 06:10:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I192064818,2019-08-17 22:00:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I192066863,2019-08-23 23:10:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192066923,2019-08-24 04:07:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192066945,2019-08-24 08:32:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192067328,2019-08-25 14:18:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I192067181,2019-08-25 01:49:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192067181,2019-08-25 22:25:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192068166,2019-08-28 00:01:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192068834,2019-08-30 01:11:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I192068826,2019-08-29 23:54:00+00,E13,Male,Black or African American,t,TRUE,FALSE,Jamaica Plain
I192068826,2019-08-29 23:54:00+00,E13,Female,Black or African American,t,FALSE,FALSE,Jamaica Plain
I192068724,2019-08-29 18:09:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192071813,2019-09-08 02:02:00+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
I192071513,2019-09-07 04:32:00+00,B3,Male,Black or African American,f,TRUE,FALSE,Mattapan
I192071813,2019-09-08 02:02:00+00,D4,Female,Black or African American,t,FALSE,FALSE,South End
I192072998,2019-09-11 20:33:00+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
I192074077,2019-09-15 02:20:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I192074613,2019-09-16 23:42:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
202083761,2020-11-12 19:04:00+00,E18,Male,White,f,FALSE,FALSE,Hyde Park
I192074923,2019-09-17 22:44:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192075578,2019-09-19 17:16:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I192075921,2019-09-20 21:40:00+00,C6,Female,Black or African American,f,FALSE,FALSE,South Boston
I192077645,2019-09-26 02:39:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I192077627,2019-09-25 23:45:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
192080960,2019-10-06 21:14:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
192083280,2019-10-14 21:39:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
192083063,2019-10-14 03:29:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
192082827,2019-10-13 02:42:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
192084830,2019-10-19 22:14:00+00,C6,Male,White,f,FALSE,FALSE,South Boston
192085079,2019-10-20 22:27:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
192086068,2019-10-23 23:45:00+00,B3,Male,White,f,FALSE,FALSE,Mattapan
192086707,2019-10-26 03:48:00+00,E13,Male,Black or African American,t,FALSE,TRUE,Jamaica Plain
192086707,2019-10-26 03:48:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
192086707,2019-10-26 03:48:00+00,E13,Female,Black or African American,t,FALSE,FALSE,Jamaica Plain
192088353,2019-10-31 22:21:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
192088399,2019-11-01 00:05:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
192088243,2019-10-31 14:05:00+00,E18,Male,White,t,TRUE,TRUE,Hyde Park
192088243,2019-10-31 14:05:00+00,E18,Male,White,t,TRUE,FALSE,Hyde Park
192088750,2019-11-01 22:37:00+00,E18,Male,Black or African American,f,FALSE,TRUE,Hyde Park
192088528,2019-11-01 11:30:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
192089556,2019-11-04 23:28:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
192090990,2019-11-09 20:35:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
192093780,2019-11-19 18:25:00+00,C6,Female,Black or African American,f,FALSE,FALSE,South Boston
192094131,2019-11-20 21:21:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
192094784,2019-11-23 02:04:00+00,A1,Male,Unknown,f,FALSE,TRUE,Downtown
192095802,2019-11-26 17:30:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
192096091,2019-11-27 16:15:30+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
192096860,2019-11-30 23:53:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
192098019,2019-12-05 15:50:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
192101494,2019-12-17 15:16:00+00,B3,Male,Unknown,t,FALSE,FALSE,Mattapan
192101494,2019-12-17 15:16:00+00,B3,Male,Unknown,t,FALSE,FALSE,Mattapan
192102486,2019-12-20 22:53:00+00,D14,Male,Black or African American,f,FALSE,FALSE,Brighton
192102925,2019-12-22 18:41:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
192102925,2019-12-22 18:41:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I192103915,2019-12-26 21:56:13+00,B2,Male,White,f,TRUE,FALSE,Roxbury
202002920,2020-01-11 20:26:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
202002920,2020-01-11 20:26:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
202002686,2020-01-11 23:17:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
192088072,2019-10-30 23:27:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202003937,2020-01-15 13:58:00+00,E5,Male,White,f,TRUE,FALSE,West Roxbury
202005082,2020-01-19 18:43:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
202005879,2020-01-22 19:15:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
202006837,2020-01-26 07:24:00+00,B3,Male,Unknown,f,FALSE,FALSE,Mattapan
202008158,2020-01-30 17:50:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202008158,2020-01-30 17:50:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
202009569,2020-02-04 19:03:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202009888,2020-02-05 18:28:00+00,B2,Male,Black or African American,f,TRUE,TRUE,Roxbury
202010471,2020-02-07 18:30:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
202010820,2020-02-09 03:38:00+00,C11,Female,Black or African American,f,FALSE,FALSE,Dorchester
202012769,2020-02-16 21:38:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202012532,2020-02-15 02:15:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202014058,2020-02-20 23:13:00+00,B3,Male,White,f,TRUE,TRUE,Mattapan
202014280,2020-02-21 19:21:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202015077,2020-02-24 19:35:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202015140,2020-02-25 02:10:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202015695,2020-02-26 21:23:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202016857,2020-03-01 23:39:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
202017401,2020-03-03 21:13:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202018542,2020-03-07 17:27:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202019731,2020-03-12 02:00:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
202021807,2020-03-20 19:37:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
202021872,2020-03-21 02:36:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
202022237,2020-03-22 18:07:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202022697,2020-03-24 17:33:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202022971,2020-03-25 19:24:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202023501,2020-03-28 14:01:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202024454,2020-04-01 22:51:00+00,E13,Female,Black or African American,f,FALSE,FALSE,Jamaica Plain
202024634,2020-04-02 17:12:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
202025593,2020-04-07 16:23:00+00,A1,Male,Black or African American,f,FALSE,FALSE,Downtown
202026656,2020-04-12 19:17:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
202026656,2020-04-12 19:17:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
202026320,2020-04-10 22:34:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
202027076,2020-04-14 20:18:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
202027248,2020-04-15 15:37:00+00,C11,Female,Black or African American,f,FALSE,TRUE,Dorchester
202027311,2020-04-15 20:10:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
202028084,2020-04-19 21:28:00+00,B2,Male,Unknown,t,FALSE,FALSE,Roxbury
202028084,2020-04-19 21:28:00+00,B2,Male,Unknown,t,FALSE,FALSE,Roxbury
202027859,2020-04-18 17:18:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
202027887,2020-04-18 19:37:00+00,E13,Male,Black or African American,f,TRUE,FALSE,Jamaica Plain
202027597,2020-04-17 10:57:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202028772,2020-04-23 02:50:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
202028729,2020-04-22 20:22:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
202028825,2020-04-23 13:11:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202029156,2020-04-24 23:04:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
202029717,2020-04-27 21:17:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
