incident_num,shooting_date,district,victim_gender,victim_race,multi_victim,v_hispanic_or_latinx,fatal,district_name
I152000196-00,2015-01-01 13:30:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152000879-00,2015-01-04 01:58:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I152001014-00,2015-01-04 18:52:00+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
I152002232-00,2015-01-08 22:45:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152002233-00,2015-01-08 22:45:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152002234-00,2015-01-08 22:45:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152002215-00,2015-01-08 22:45:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
I152003226-00,2015-01-12 23:58:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152004092-00,2015-01-16 02:25:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152005490-00,2015-01-20 23:30:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
I152005465-00,2015-01-20 11:03:00+00,B2,Male,White,f,FALSE,TRUE,Roxbury
I152005806-00,2015-01-22 01:47:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152006073-00,2015-01-22 19:32:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152006114-00,2015-01-22 19:32:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152005008-00,2015-01-19 12:38:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152006505-00,2015-01-23 23:05:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152006535-00,2015-01-23 23:05:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152006455-00,2015-01-23 23:05:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152006514-00,2015-01-23 23:05:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152006534-00,2015-01-23 23:05:00+00,E13,Female,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152006502-00,2015-01-23 23:05:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152009379-00,2015-02-04 19:40:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152010507-00,2015-02-08 19:34:00+00,B3,Male,Black or African American,f,TRUE,FALSE,Mattapan
I152011034-00,2015-02-10 20:33:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152011169-00,2015-02-11 10:30:00+00,E13,Male,Black or African American,f,FALSE,TRUE,Jamaica Plain
I152016667-00,2015-03-01 22:28:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152017250-00,2015-03-03 19:12:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I152018392-00,2015-03-07 02:03:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152019788-00,2015-03-11 18:12:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152019839-00,2015-03-12 00:11:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152020404-00,2015-03-13 18:21:03+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152020435-00,2015-03-13 20:03:15+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152020724-00,2015-03-14 21:05:20+00,E18,Male,White,f,TRUE,FALSE,Hyde Park
I152020804-00,2015-03-15 03:58:11+00,E18,Male,Black or African American,t,FALSE,TRUE,Hyde Park
I152020820-00,2015-03-15 03:59:42+00,E18,Male,Black or African American,t,FALSE,FALSE,Hyde Park
I152020647-00,2015-03-14 15:46:13+00,B2,Male,White,f,TRUE,TRUE,Roxbury
I152021830-00,2015-03-18 12:30:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152023517-00,2015-03-23 22:02:00+00,A7,Male,Black or African American,f,FALSE,FALSE,East Boston
I152025357-00,2015-03-28 20:48:08+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I152025087-00,2015-03-27 14:44:43+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152025018-00,2015-03-27 18:40:00+00,B2,Male,White,t,FALSE,FALSE,Roxbury
I152025097-00,2015-03-27 10:54:14+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152026045-00,2015-03-31 11:26:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
I152026103-00,2015-03-31 11:26:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
I152026538-00,2015-04-01 20:29:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152027279-00,2015-04-03 23:15:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152027279-00,2015-04-03 23:15:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152028043-00,2015-04-06 21:17:12+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152028582-00,2015-04-08 20:21:00+00,C11,Male,Black or African American,t,FALSE,TRUE,Dorchester
I152028599-00,2015-04-08 20:20:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152028762-00,2015-04-09 15:45:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152029808-00,2015-04-12 21:51:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152029808-00,2015-04-12 21:51:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152033518-00,2015-04-24 23:00:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152034171-00,2015-04-27 10:15:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
I152034689-00,2015-04-28 17:53:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152035802-00,2015-05-02 15:08:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152036137-00,2015-05-03 19:30:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152036159-00,2015-05-03 20:02:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152036563-00,2015-05-05 04:03:00+00,E5,Male,Unknown,f,FALSE,FALSE,West Roxbury
I152038380-00,2015-05-10 13:40:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152037866-00,2015-05-08 11:44:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152037218-00,2015-05-07 04:00:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I152037334-00,2015-05-07 13:31:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152038963-00,2015-05-12 18:39:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152039988-00,2015-05-15 23:47:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152040876-00,2015-05-18 21:21:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I152041419-00,2015-05-20 11:09:35+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I152041784-00,2015-05-21 17:56:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152041857-00,2015-05-21 21:00:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I152042211-00,2015-05-23 00:50:09+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I152042681-00,2015-05-24 16:16:27+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152042637-00,2015-05-24 16:16:30+00,C11,Male,White,t,TRUE,FALSE,Dorchester
I152042638-00,2015-05-24 16:23:11+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152042765-00,2015-05-25 01:15:36+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
I152043193-00,2015-05-26 13:33:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152044761-00,2015-05-30 19:22:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152044549-00,2015-05-30 02:48:00+00,A1,Male,Black or African American,f,FALSE,FALSE,Downtown
I152044413-00,2015-05-29 18:00:00+00,A7,Female,White,f,TRUE,FALSE,East Boston
I152045258,2015-06-01 14:42:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152047934,2015-06-10 05:06:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152048250,2015-06-10 23:44:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152048254,2015-06-10 23:44:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152048199,2015-06-10 19:53:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I152048592,2015-06-12 04:13:42+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152048902,2015-06-13 00:42:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152049143,2015-06-13 20:40:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
I152050036,2015-06-16 20:41:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152050036,2015-06-16 20:41:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152050036,2015-06-16 20:41:00+00,B2,Male,Asian,t,FALSE,FALSE,Roxbury
I152050961,2015-06-19 21:20:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I152051161,2015-06-20 16:00:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152052391,2015-06-24 19:44:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152052766,2015-06-26 02:08:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
I152052674,2015-06-25 18:28:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152053353,2015-06-27 23:41:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152053302,2015-06-27 19:38:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152053337,2015-06-27 22:59:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I152054324,2015-07-01 14:30:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152054787,2015-07-02 23:08:00+00,B2,Male,Black or African American,t,TRUE,TRUE,Roxbury
I152054787,2015-07-02 23:08:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152054740,2015-07-02 18:23:00+00,B3,Male,Black or African American,t,TRUE,FALSE,Mattapan
I152054740,2015-07-02 18:23:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I152055092,2015-07-04 01:36:00+00,C11,Male,White,t,TRUE,FALSE,Dorchester
I152055092,2015-07-04 01:36:00+00,C11,Male,White,t,TRUE,FALSE,Dorchester
I152055102,2015-07-04 02:19:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
I152055311,2015-07-04 22:47:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
I152055311,2015-07-04 22:47:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152055319,2015-07-05 00:40:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152055319,2015-07-05 00:40:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I150356925,2015-07-04 03:15:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152055577,2015-07-05 23:39:13+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I152055608,2015-07-06 03:29:00+00,C6,Male,White,f,TRUE,FALSE,South Boston
I152056444,2015-07-08 17:50:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I150373043,2015-07-11 17:57:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
I152057410,2015-07-11 22:50:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152057392,2015-07-11 22:14:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152057567,2015-07-12 16:25:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152057685,2015-07-13 12:33:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152057684,2015-07-12 23:47:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152057684,2015-07-12 23:47:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152058305,2015-07-14 18:52:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152059221,2015-07-17 20:05:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I152059273,2015-07-17 23:57:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I152059273,2015-07-17 23:57:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I152059526,2015-07-19 00:09:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152060108,2015-07-20 23:06:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152059883,2015-07-20 10:35:00+00,E5,Male,White,f,TRUE,TRUE,West Roxbury
I152060642,2015-07-22 18:56:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I152061055,2015-07-24 01:30:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
I152061546,2015-07-25 15:26:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152061546,2015-07-25 15:26:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152062504,2015-07-28 22:32:00+00,B2,Female,Black or African American,f,TRUE,TRUE,Roxbury
I152061904,2015-07-27 00:09:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I152061904,2015-07-27 00:09:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
I152061904,2015-07-27 00:09:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
I152058960,2015-07-16 23:32:00+00,B2,Male,Black or African American,t,TRUE,FALSE,Roxbury
I152058960,2015-07-16 23:32:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152062772,2015-07-29 21:15:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152062772,2015-07-29 21:15:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152063927,2015-08-02 23:42:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I152063597,2015-08-01 18:08:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152063708,2015-08-02 03:38:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152064063,2015-08-03 12:43:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152064063,2015-08-03 12:43:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152064063,2015-08-03 12:43:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
I152065478,2015-08-08 02:15:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152065459,2015-08-08 00:01:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152065731,2015-08-09 01:04:00+00,B2,Female,White,f,TRUE,FALSE,Roxbury
I152066828,2015-08-12 22:14:00+00,E13,Male,Black or African American,t,FALSE,TRUE,Jamaica Plain
I152066828,2015-08-12 22:14:00+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
I152066849,2015-08-12 12:32:03+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152066827,2015-08-12 22:18:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I152066827,2015-08-12 22:18:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
I152066827,2015-08-12 22:18:00+00,B3,Male,Black or African American,t,FALSE,TRUE,Mattapan
I152067124,2015-08-13 23:35:00+00,C11,Female,Black or African American,t,FALSE,FALSE,Dorchester
I152067124,2015-08-13 23:35:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I152067039,2015-08-13 16:35:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152068253,2015-08-18 00:01:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152067782,2015-08-16 12:23:00+00,C6,Male,Black or African American,f,FALSE,FALSE,South Boston
I152067431,2015-08-15 00:30:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152067431,2015-08-15 00:30:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
I152067405,2015-08-14 21:43:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152068856,2015-08-20 01:10:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
I152068848,2015-08-20 15:39:53+00,E5,Male,White,f,TRUE,FALSE,West Roxbury
I152069800,2015-08-23 01:45:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152070024,2015-08-24 00:57:02+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152070281,2015-08-24 21:55:00+00,C11,Female,Black or African American,f,TRUE,FALSE,Dorchester
I152071596,2015-08-29 02:42:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
I152071596,2015-08-29 02:42:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152071596,2015-08-29 02:42:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152071596,2015-08-29 02:42:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I152071585,2015-08-29 01:46:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152071601,2015-08-29 02:32:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152073939,2015-09-06 01:14:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152073942,2015-09-06 01:54:00+00,D4,Female,Black or African American,t,FALSE,FALSE,South End
I152073942,2015-09-06 01:54:00+00,D4,Female,Black or African American,t,FALSE,FALSE,South End
I152075106,2015-09-10 04:38:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I152075954,2015-09-12 22:27:00+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
I152077031,2015-09-16 12:12:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
152078475,2015-09-21 00:14:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I152078988,2015-09-22 16:33:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152079378,2015-09-23 20:40:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I152079776,2015-09-25 01:44:00+00,E18,Male,White,f,FALSE,FALSE,Hyde Park
I152080107,2015-09-26 01:10:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152080693,2015-09-28 04:59:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
I152080898,2015-09-28 20:36:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152081264,2015-09-30 04:05:00+00,E18,Male,White,f,FALSE,TRUE,Hyde Park
I152082012,2015-10-02 18:12:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152082409,2015-10-04 04:14:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I152085312,2015-10-14 02:20:00+00,E5,Male,Black or African American,f,FALSE,FALSE,West Roxbury
I152081498,2015-09-30 22:12:00+00,A7,Male,Black or African American,f,FALSE,FALSE,East Boston
I152086458,2015-10-18 23:55:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152087906,2015-10-22 11:45:00+00,D14,Male,Black or African American,f,FALSE,TRUE,Brighton
I152088337,2015-10-24 09:00:00+00,E18,Male,Black or African American,f,FALSE,TRUE,Hyde Park
I152089426,2015-10-28 15:04:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I152090710,2015-11-01 16:09:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152090355,2015-10-31 17:56:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152091104,2015-11-03 00:25:00+00,C11,Male,White,f,TRUE,TRUE,Dorchester
I152092670,2015-11-08 00:01:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152094689,2015-11-14 16:55:00+00,C11,Male,White,t,TRUE,FALSE,Dorchester
I152094666,2015-11-14 16:55:00+00,C11,Male,Black or African American,t,TRUE,FALSE,Dorchester
I152094639,2015-11-14 15:14:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152096420,2015-11-20 17:58:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
I152096420,2015-11-20 17:58:00+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
I152096809,2015-11-21 22:01:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I152097955,2015-11-26 01:56:00+00,D14,Male,White,f,TRUE,FALSE,Brighton
I152097957,2015-11-26 02:00:00+00,D4,Male,Black or African American,t,FALSE,TRUE,South End
I152097957,2015-11-26 02:00:00+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
I152097957,2015-11-26 02:00:00+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
I152097957,2015-11-26 02:00:00+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
I152098594,2015-11-28 21:45:00+00,D4,Male,White,f,FALSE,FALSE,South End
I152098729,2015-11-29 15:10:00+00,D4,Male,White,f,TRUE,FALSE,South End
I152098897,2015-11-30 12:19:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152100461,2015-12-05 12:55:00+00,C11,Female,Black or African American,f,FALSE,FALSE,Dorchester
I152100585,2015-12-05 20:32:00+00,C6,Male,Black or African American,f,FALSE,TRUE,South Boston
I152100622,2015-12-05 23:10:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152101582,2015-12-09 01:32:00+00,D4,Male,Black or African American,f,TRUE,TRUE,South End
I152101840,2015-12-09 20:22:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I152102506,2015-12-12 02:10:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I152085872,2015-10-15 23:14:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152103493,2015-12-15 16:32:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152103255,2015-12-14 20:01:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152103817,2015-12-16 17:59:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152103866,2015-12-16 21:54:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152103899,2015-12-17 00:45:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I152103905,2015-12-17 02:12:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I152104401,2015-12-18 16:00:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I152105038,2015-12-20 21:41:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I152105346,2015-12-21 21:45:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
I152105891,2015-12-23 18:19:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152105851,2015-12-23 15:39:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I152105851,2015-12-23 15:14:54+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
I152106846,2015-12-27 20:22:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
I152106597,2015-12-26 21:17:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
I152106575,2015-12-26 20:33:00+00,A15,Male,Black or African American,f,FALSE,FALSE,Charlestown
I152106565,2015-12-26 19:27:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I152106351,2015-12-25 17:27:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
I152107190,2015-12-29 08:47:00+00,B3,Male,White,t,TRUE,TRUE,Mattapan
I152107190,2015-12-29 08:47:00+00,B3,Male,White,t,FALSE,FALSE,Mattapan
I152107623,2015-12-30 22:56:00+00,A7,Male,Black or African American,f,TRUE,FALSE,East Boston
I152107617,2015-12-30 21:55:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I162000112,2016-01-01 05:30:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
I162002449,2016-01-09 16:15:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I162002052,2016-01-08 10:25:00+00,C11,Male,White,f,FALSE,FALSE,Dorchester
I162002573,2016-01-10 01:36:00+00,A7,Male,White,f,TRUE,TRUE,East Boston
I162003560,2016-01-13 19:36:24+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I162003848,2016-01-14 21:30:42+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162004418,2016-01-16 22:05:23+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I162004526,2016-01-17 12:17:38+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162005173,2016-01-20 20:20:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162006622,2016-01-25 14:38:00+00,B3,Male,Black or African American,f,TRUE,FALSE,Mattapan
I162007065,2016-01-27 01:39:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
I162007640,2016-01-29 00:33:00+00,B3,Female,Black or African American,f,TRUE,FALSE,Mattapan
I162008969,2016-02-02 16:40:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162009661,2016-02-05 02:37:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I162009661,2016-02-05 02:37:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
I162009550,2016-02-04 17:46:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
I162011468,2016-02-12 10:25:59+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I162011468,2016-02-12 10:25:41+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I162013434,2016-02-20 03:30:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I162013862,2016-02-21 16:29:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
I162017441,2016-03-05 14:21:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162020921,2016-03-17 17:33:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I1620201821,2016-03-20 21:24:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I162021886,2016-03-21 05:49:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
I162021886,2016-03-21 05:49:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
I162022418,2016-03-22 22:29:00+00,A7,Male,White,f,FALSE,TRUE,East Boston
I162022446,2016-03-22 23:33:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
I162022446,2016-03-22 23:33:00+00,E13,Female,Unknown,t,FALSE,FALSE,Jamaica Plain
I162023617,2016-03-27 02:11:06+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
I162022759,2016-03-24 03:16:47+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162022863,2016-03-24 13:19:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
I162026598,2016-04-06 14:32:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
I162026728,2016-04-06 22:24:00+00,C6,Male,White,f,FALSE,FALSE,South Boston
I162030585,2016-04-20 11:19:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
I162031072,2016-04-21 21:31:00+00,A15,Male,Black or African American,f,FALSE,FALSE,Charlestown
I162031116,2016-04-22 02:38:00+00,D14,Male,White,f,FALSE,FALSE,Brighton
